4540.0090,34563,29398,24576,0,
4540.0490,34577,29422,24576,0,
4540.0890,34573,29406,24576,0,
4540.1290,34591,29412,24576,0,
4540.1690,34584,29427,24576,0,
4540.2090,34565,29410,24576,0,
4540.2490,34582,29409,24576,0,
4540.2890,34576,29396,24576,0,
4540.3290,34579,29416,24576,0,
4540.3690,34574,29423,24576,0,
4540.4090,34587,29413,24576,0,
4540.4490,34585,29405,24576,0,
4540.4890,34573,29422,24576,0,
4540.5290,34579,29410,24576,0,
4540.5690,34583,29387,24576,0,
4540.6091,34558,29407,24576,0,
4540.6491,34608,29412,24576,0,
4540.6891,34588,29419,24576,0,
4540.7290,30722,29540,24576,0,
4540.7691,25812,29289,26777,1,
4540.7701,25865,29258,27493,1,
4540.7711,25695,29303,26722,1,
4540.7721,25526,29382,25401,1,
4540.7731,25578,29431,24576,1,
4540.7741,25653,29457,23585,1,
4540.7751,25526,29485,22153,1,
4540.7761,25330,29483,20666,1,
4540.7771,25359,29419,20061,1,
4540.7781,25441,29319,20281,1,
4540.7791,25420,29198,21657,1,
4540.7801,25336,29110,23529,1,
4540.7811,25367,29103,25456,1,
4540.7821,25448,29170,26997,1,
4540.7831,25415,29245,28869,1,
4540.7841,25243,29259,31291,1,
4540.7851,25194,29217,32768,1,
4540.7861,25334,29133,32768,1,
4540.7871,25469,29070,32768,1,
4540.7881,25390,29052,32768,1,
4540.7891,25239,29074,32768,1,
4540.7901,25135,29126,32768,1,
4540.7911,25093,29168,32768,1,
4540.7921,25097,29157,32768,1,
4540.7931,25081,29104,32768,1,
4540.7941,25076,29025,32768,1,
4540.7951,25140,28950,32768,1,
4540.7961,25134,28939,32768,1,
4540.7971,25105,29018,32768,1,
4540.7981,25022,29151,32768,1,
4540.7991,24906,29221,32768,1,
4540.8001,24895,29173,32768,1,
4540.8011,24941,29064,32768,1,
4540.8021,25005,28994,32768,1,
4540.8031,25051,28972,32768,1,
4540.8041,25065,28983,32768,1,
4540.8051,24988,29036,32768,1,
4540.8061,24830,29129,32768,1,
4540.8071,24801,29215,32768,1,
4540.8081,24861,29247,32768,1,
4540.8091,24933,29194,32768,1,
4540.8101,24973,29108,32768,1,
4540.8111,24942,29019,32768,1,
4540.8121,24908,28992,32062,1,
4540.8131,24915,29065,30851,1,
4540.8141,24811,29164,30025,1,
4540.8151,24731,29184,30520,1,
4540.8161,24732,29132,31402,1,
4540.8171,24870,29110,31236,1,
4540.8181,24922,29163,29364,1,
4540.8191,24886,29222,27658,1,
4540.8201,24779,29237,26942,1,
4540.8211,24792,29241,26061,1,
4540.8221,24840,29253,24851,1,
4540.8231,24832,29251,23694,1,
4540.8241,24849,29191,23694,1,
4540.8251,24845,29099,24465,1,
4540.8261,24844,29031,25566,1,
4540.8271,24850,29031,26337,1,
4540.8281,24842,29082,27163,1,
4540.8291,24792,29142,27988,1,
4540.8301,24751,29137,29695,1,
4540.8311,24860,29061,31842,1,
4540.8321,24928,28981,32768,1,
4540.8331,24906,28972,32768,1,
4540.8341,24897,29021,32768,1,
4540.8351,24830,29088,32768,1,
4540.8361,24853,29114,32768,1,
4540.8371,24839,29108,32768,1,
4540.8381,24792,29100,32768,1,
4540.8391,24849,29106,32768,1,
4540.8401,24860,29096,32768,1,
4540.8411,24908,29071,32768,1,
4540.8421,24901,29060,32768,1,
4540.8431,24840,29109,32172,1,
4540.8441,24813,29190,30576,1,
4540.8451,24852,29263,29200,1,
4540.8461,24818,29287,27988,1,
4540.8471,24805,29302,26227,1,
4540.8481,24825,29347,23419,1,
4540.8491,24876,29419,20061,1,
4540.8501,24923,29481,16813,1,
4540.8511,24869,29534,16383,1,
4540.8521,24818,29595,16383,1,
4540.8531,24821,29680,16383,1,
4540.8541,24840,29723,16383,1,
4540.8551,24870,29682,16383,1,
4540.8561,24856,29583,16383,1,
4540.8571,24828,29487,16383,1,
4540.8581,24878,29451,16383,1,
4540.8591,24885,29430,16383,1,
4540.8601,24879,29390,16383,1,
4540.8611,24782,29297,16383,1,
4540.8621,24703,29170,16383,1,
4540.8631,24777,29045,18575,1,
4540.8641,24869,28998,23694,1,
4540.8651,24888,29017,28374,1,
4540.8661,24834,29042,32768,1,
4540.8671,24748,29051,32768,1,
4540.8681,24737,29071,32768,1,
4540.8691,24750,29139,32768,1,
4540.8701,24761,29217,32768,1,
4540.8711,24798,29242,32768,1,
4540.8721,24821,29192,32768,1,
4540.8731,24793,29147,32768,1,
4540.8741,24810,29173,32768,1,
4540.8751,24780,29297,32768,1,
4540.8761,24748,29451,32768,1,
4540.8771,24728,29564,29420,1,
4540.8781,24671,29610,26006,1,
4540.8791,24738,29654,21272,1,
4540.8801,24754,29715,16383,1,
4540.8811,24804,29785,16383,1,
4540.8821,24764,29832,16383,1,
4540.8831,24672,29841,16383,1,
4540.8841,24646,29800,16383,1,
4540.8851,24656,29710,16383,1,
4540.8861,24701,29571,16383,1,
4540.8871,24753,29403,16383,1,
4540.8881,24686,29222,16383,1,
4540.8891,24609,29066,16383,1,
4540.8901,24563,28965,19400,1,
4540.8911,24615,28935,26777,1,
4540.8921,24743,28922,32768,1,
4540.8931,24673,28863,32768,1,
4540.8941,24541,28767,32768,1,
4540.8951,24491,28682,32768,1,
4540.8961,24578,28658,32768,1,
4540.8971,24723,28676,32768,1,
4540.8981,24588,28694,32768,1,
4540.8991,24532,28726,32768,1,
4540.9001,24496,28807,32768,1,
4540.9011,24532,28892,32768,1,
4540.9021,24556,28988,32768,1,
4540.9031,24553,29107,32768,1,
4540.9041,24578,29188,32768,1,
4540.9051,24594,29204,32768,1,
4540.9061,24644,29170,32768,1,
